title,composer,style,key,transpose,comp_style,bpm,repeats,time_signature,notes_numbers
Home (When Shadows Fall),"H Clarkson, J Clarkson, P Van Steeden (1931)",Medium Swing,Eb,,Jazz-Medium Swing,100,3,"(4, 4)","[[3, 7, 10], [2, 6, 9, 12], [5, 8, 12], [7, 10, 14], [10, 14, 17, 20], [5, 8, 12], [7, 10, 14], [10, 14, 18], [3, 7, 10], [0, 3, 7], [5, 8, 12, 15], [10, 14, 17, 20], [3, 7, 10], [2, 6, 9, 12], [5, 8, 12], [7, 10, 14], [10, 14, 17, 20], [5, 8, 12], [7, 10, 14], [10, 14, 18], [3, 7, 10], [8, 12, 15], [3, 7, 10], [8, 11, 15], [8, 11, 15], [3, 7, 10], [3, 7, 10], [8, 11, 15], [5, 8, 11], [10, 14, 17, 20], [8, 12, 15], [10, 14, 17, 20], [10, 14, 18], [3, 7, 10], [2, 6, 9, 12], [5, 8, 12], [7, 10, 14], [10, 14, 17, 20], [5, 8, 12], [7, 10, 14], [10, 14, 18], [3, 7, 10], [8, 12, 15], [3, 7, 10]]"
Home In Pasadena (Page 1),"Harry Warren, Grant Clarke, Edgar Leslie (1923)",Medium Swing,Db,,Jazz-Medium Swing,100,3,"(4, 4)","[[1, 5, 8], [10, 13, 17], [5, 8, 12], [8, 12, 15, 18], [1, 5, 8], [10, 13, 17], [5, 8, 12], [8, 12, 15, 18], [1, 5, 8], [1, 5, 8], [8, 12, 15, 18], [1, 5, 8], [5, 8, 12], [1, 5, 8], [1, 5, 8], [8, 12, 15, 18], [1, 5, 8], [9, 13, 16, 19], [8, 12, 15, 18], [1, 5, 8], [1, 5, 8], [8, 12, 15, 18], [1, 5, 8], [1, 5, 8, 11], [5, 9, 12], [5, 9, 12], [0, 4, 7, 10], [5, 9, 12], [8, 12, 15, 18], [1, 5, 8, 11], [1, 5, 8, 11], [0, 4, 7, 10], [5, 9, 12], [5, 8, 11], [5, 9, 12, 15]]"
Home In Pasadena (Page 2),"Harry Warren, Grant Clarke, Edgar Leslie (1923)",Medium Swing,Bb,,Jazz-Medium Swing,100,3,"(4, 4)","[[10, 14, 17], [10, 14, 17], [10, 14, 17], [10, 14, 17], [10, 14, 17, 20], [3, 7, 10], [3, 7, 10], [10, 14, 17], [7, 11, 14, 17], [0, 3, 7], [3, 6, 10], [10, 14, 17], [10, 14, 17, 20], [9, 13, 16, 19], [9, 13, 16, 19], [2, 6, 9], [5, 9, 12, 15], [10, 14, 17], [10, 14, 17], [10, 14, 17], [10, 14, 17, 20], [3, 7, 10], [3, 7, 10], [2, 6, 9], [2, 6, 9], [0, 3, 7], [0, 3, 7], [1, 4, 7], [2, 5, 9], [7, 11, 14, 17], [0, 4, 7, 10], [5, 9, 12, 15], [10, 14, 17], [5, 9, 12, 15]]"
Honeysuckle Rose (Dixieland Tunes),"Fats Waller, Andy Razaf (1929)",Up Tempo Swing,F,,Jazz-Medium Swing,100,3,"(4, 4)","[[7, 10, 14, 17], [0, 4, 7, 10], [7, 10, 14, 17], [0, 4, 7, 10], [7, 10, 14, 17], [0, 4, 7, 10], [0, 4, 7, 10], [5, 9, 12], [7, 11, 14, 17], [0, 4, 7, 10], [5, 9, 12], [5, 9, 12], [8, 11, 14], [7, 10, 14, 17], [0, 4, 7, 10], [7, 10, 14, 17], [0, 4, 7, 10], [7, 10, 14, 17], [0, 4, 7, 10], [0, 4, 7, 10], [5, 9, 12], [7, 11, 14, 17], [0, 4, 7, 10], [5, 9, 12], [5, 9, 12], [5, 9, 12, 15], [5, 9, 12, 15], [10, 14, 17], [10, 14, 17], [7, 11, 14, 17], [7, 11, 14, 17], [0, 4, 7, 10], [0, 4, 7, 10], [7, 10, 14, 17], [0, 4, 7, 10], [7, 10, 14, 17], [0, 4, 7, 10], [7, 10, 14, 17], [0, 4, 7, 10], [0, 4, 7, 10], [5, 9, 12], [7, 11, 14, 17], [0, 4, 7, 10], [5, 9, 12], [5, 9, 12]]"
How Can You Face Me Now?,"Fats Waller, Andy Razaf (1932)",Medium Swing,Bb,,Jazz-Medium Swing,100,3,"(4, 4)","[[10, 14, 17], [9, 13, 16, 19], [2, 6, 9, 12], [7, 11, 14, 17], [0, 4, 7, 10], [5, 9, 12, 15], [10, 14, 17], [3, 7, 10], [10, 14, 17], [5, 9, 12, 15], [10, 14, 17], [9, 13, 16, 19], [2, 6, 9, 12], [7, 11, 14, 17], [0, 4, 7, 10], [5, 9, 12, 15], [10, 14, 17], [10, 14, 17], [5, 8, 12, 15], [10, 14, 17, 20], [5, 8, 12, 15], [10, 14, 17, 20], [3, 7, 10], [3, 7, 10], [0, 4, 7, 10], [0, 4, 7, 10], [5, 9, 12, 15], [5, 8, 11], [5, 9, 12, 15], [10, 14, 17], [9, 13, 16, 19], [2, 6, 9, 12], [7, 11, 14, 17], [0, 4, 7, 10], [5, 9, 12, 15], [10, 14, 17], [3, 7, 10], [10, 14, 17], [5, 9, 12, 15]]"
"Hundred Years From Today, A","Young, Young, Washington 1933",Ballad,Bb,,Jazz-Ballad Swing,60,3,"(4, 4)","[[0, 3, 7], [5, 9, 12, 15], [10, 14, 17], [0, 3, 7], [5, 9, 12, 15], [2, 5, 9], [7, 10, 14], [4, 7, 10], [9, 13, 16, 19], [2, 5, 9], [7, 10, 13], [0, 4, 7, 10], [5, 9, 12, 15], [5, 9, 13], [10, 14, 17], [7, 10, 14], [0, 3, 7], [5, 9, 12, 15], [10, 14, 17], [7, 10, 14], [0, 3, 7], [5, 9, 13], [10, 14, 17], [7, 10, 14], [3, 7, 10], [3, 6, 10, 13], [0, 4, 7, 10], [5, 9, 12, 15], [10, 14, 17], [7, 10, 14], [0, 3, 7], [5, 9, 12, 15], [10, 14, 17], [7, 10, 14], [0, 3, 7], [5, 9, 13], [10, 14, 17], [7, 10, 14], [3, 7, 10], [3, 6, 10, 13], [0, 4, 7, 10], [5, 9, 12, 15], [10, 14, 17], [5, 8, 12], [10, 14, 17, 20], [5, 8, 12], [10, 14, 17, 20], [3, 7, 10], [3, 7, 10, 12], [7, 10, 14], [0, 4, 7, 10], [7, 10, 14], [0, 4, 7, 10], [5, 9, 12, 15], [5, 8, 11], [5, 9, 12, 15], [10, 14, 17], [7, 10, 14], [0, 3, 7], [5, 9, 12, 15], [10, 14, 17], [7, 10, 14], [0, 3, 7], [5, 9, 13], [10, 14, 17], [7, 10, 14], [3, 7, 10], [3, 6, 10, 13], [10, 14, 17], [7, 10, 14], [0, 3, 7], [5, 9, 12, 15], [10, 14, 17], [7, 10, 14], [0, 3, 7], [5, 9, 13], [10, 14, 17], [7, 10, 14], [3, 7, 10], [3, 6, 10, 13], [0, 4, 7, 10], [5, 9, 12, 15], [10, 14, 17], [5, 9, 12, 15], [0, 4, 7, 10], [5, 9, 12, 15], [10, 14, 17], [7, 11, 14, 17], [0, 4, 7, 10], [5, 9, 12, 15], [10, 14, 17]]"
"Hurry On Down To My House, Baby",Nellie Lutcher 1947,Medium Swing,Bb,,Jazz-Medium Swing,100,3,"(4, 4)","[[10, 14, 17], [10, 14, 17], [7, 11, 14, 17], [0, 4, 7, 10], [5, 9, 12, 15], [10, 14, 17], [10, 14, 17], [10, 14, 17], [7, 11, 14, 17], [0, 4, 7, 10], [5, 9, 12, 15], [10, 14, 17], [10, 14, 17, 20], [3, 7, 10], [3, 7, 10], [3, 6, 9], [10, 14, 17], [10, 14, 17], [7, 11, 14, 17], [0, 4, 7, 10], [5, 9, 12, 15], [10, 14, 17]]"
I Ain't Gonna Give Nobody None O' This Jelly Roll,"Spencer Williams, Clarence Williams (1919)",Medium Swing,Bb,,Jazz-Medium Swing,100,3,"(4, 4)","[[10, 14, 17], [10, 13, 16], [5, 9, 12, 15], [0, 4, 7, 10], [5, 9, 12, 15], [10, 14, 17], [5, 9, 12, 15], [5, 9, 12, 15], [6, 9, 12], [7, 10, 14, 17], [0, 4, 7, 10], [5, 9, 12, 15], [5, 9, 12, 15], [10, 14, 17], [5, 9, 12, 15], [10, 14, 17], [5, 9, 12], [5, 9, 12, 15], [6, 9, 12], [7, 10, 14, 17], [0, 4, 7, 10], [5, 9, 12, 15], [10, 14, 17], [10, 14, 17], [0, 4, 7, 10], [0, 4, 7, 10], [5, 9, 12, 15], [5, 9, 12, 15], [10, 14, 17], [10, 14, 17], [7, 11, 14, 17], [7, 11, 14, 17], [0, 4, 7, 10], [0, 4, 7, 10], [0, 4, 7, 10], [0, 4, 7, 10], [5, 9, 12, 15], [10, 14, 17], [10, 14, 17], [0, 4, 7, 10], [0, 4, 7, 10], [5, 9, 12, 15], [5, 9, 12, 15], [2, 6, 9, 12], [2, 6, 9, 12], [3, 7, 10], [3, 6, 10], [10, 14, 17], [7, 11, 14, 17], [3, 7, 10], [3, 6, 10], [10, 14, 17], [7, 11, 14, 17], [0, 4, 7, 10], [5, 9, 12, 15], [10, 14, 17]]"
I Ain't Got Nobody (Dixieland Tunes),(1915) Graham-Williams,Slow Swing,F,,Jazz-Medium Swing,100,3,"(4, 4)","[[5, 9, 12, 15], [5, 9, 12, 15], [4, 8, 11, 14], [3, 7, 10, 13], [2, 6, 9, 12], [7, 11, 14, 17, 21], [7, 11, 14, 17], [5, 8, 11], [5, 9, 12], [7, 11, 14, 17], [0, 4, 7, 10], [5, 9, 12], [5, 9, 12], [0, 4, 7, 10], [5, 9, 12, 15], [5, 9, 12, 15], [4, 8, 11, 14], [3, 7, 10, 13], [2, 6, 9, 12], [7, 11, 14, 17, 21], [7, 11, 14, 17], [7, 11, 14, 17], [7, 11, 14, 17], [0, 4, 7, 10], [0, 4, 7, 10], [5, 9, 12, 15], [5, 9, 12, 15], [10, 14, 17], [10, 14, 17], [2, 6, 9, 12], [2, 6, 9, 12], [7, 11, 14, 17], [0, 4, 7, 10], [5, 9, 12, 15], [5, 9, 12, 15], [4, 8, 11, 14], [3, 7, 10, 13], [2, 6, 9, 12], [7, 11, 14, 17, 21], [7, 11, 14, 17], [5, 8, 11], [5, 9, 12], [7, 11, 14, 17], [0, 4, 7, 10], [5, 9, 12], [0, 4, 7, 10]]"
I Can't Believe That You're In Love With Me,"Jimmy McHugh, Clarence Gaskill (1926)",Medium Swing,Bb,,Jazz-Medium Swing,100,3,"(4, 4)","[[3, 7, 10, 12], [3, 6, 10, 12], [10, 14, 17], [0, 4, 7, 10], [5, 9, 12, 15], [5, 9, 13], [10, 14, 17], [3, 7, 10], [10, 14, 17, 20], [10, 14, 17], [2, 6, 9, 12], [2, 6, 9, 12], [7, 11, 14, 17], [7, 11, 14, 17], [0, 4, 7, 10], [0, 4, 7, 10], [5, 9, 12, 15], [5, 9, 12, 15], [10, 14, 17, 20], [3, 7, 10, 12], [3, 6, 10, 12], [10, 14, 17], [0, 4, 7, 10], [5, 9, 12, 15], [5, 9, 13], [10, 14, 17], [3, 7, 10], [10, 14, 17]]"
"I Can't Dance, I've Got Ants In My Pants","Clarence Williams, Charlie Gaines (1934)",Medium Swing,Bb,,Jazz-Medium Swing,100,3,"(4, 4)","[[10, 14, 17], [10, 14, 17], [7, 11, 14, 17], [7, 11, 14, 17], [0, 4, 7, 10], [5, 9, 12, 15], [10, 14, 17], [5, 9, 12, 15], [10, 14, 17], [10, 14, 17], [7, 11, 14, 17], [7, 11, 14, 17], [0, 4, 7, 10], [5, 9, 12, 15], [10, 14, 17], [3, 7, 10], [10, 14, 17], [10, 14, 17, 20], [10, 14, 17, 20], [3, 7, 10], [3, 7, 10], [0, 4, 7, 10], [0, 4, 7, 10], [5, 9, 12, 15], [5, 9, 12, 15], [10, 14, 17], [10, 14, 17], [7, 11, 14, 17], [7, 11, 14, 17], [0, 4, 7, 10], [5, 9, 12, 15], [10, 14, 17], [10, 14, 17]]"
I Can't Escape From You (San Jacinto Stomp),"Richard A Whiting, Leo Robin 1936",Medium Swing,Bb,,Jazz-Medium Swing,100,3,"(4, 4)","[[10, 14, 17], [10, 14, 17], [0, 4, 7, 10], [0, 4, 7, 10], [5, 9, 12, 15], [5, 9, 12, 15], [10, 14, 17], [5, 9, 12, 15], [10, 14, 17], [10, 14, 17], [0, 4, 7, 10], [0, 4, 7, 10], [5, 9, 12, 15], [5, 9, 12, 15], [10, 14, 17], [10, 14, 17, 20], [3, 7, 10], [3, 6, 10], [10, 14, 17], [10, 14, 17], [0, 4, 7, 10], [0, 4, 7, 10], [5, 9, 12, 15], [5, 9, 12, 15], [10, 14, 17], [10, 14, 17], [0, 4, 7, 10], [0, 4, 7, 10], [5, 9, 12, 15], [5, 9, 12, 15], [10, 14, 17], [10, 14, 17]]"
I Double Dare You,"Terry Shand, Jimmy Eaton (1937)",Medium Swing,F,,0,0,,"(4, 4)","[[5, 9, 12], [5, 9, 12], [5, 9, 12], [5, 9, 12], [7, 11, 14, 17], [7, 11, 14, 17], [7, 11, 14, 17], [7, 11, 14, 17], [0, 4, 7, 10], [0, 4, 7, 10], [7, 10, 14], [9, 13, 16, 19], [2, 5, 9], [7, 11, 14, 17], [7, 11, 14, 17], [0, 4, 7, 10], [7, 10, 14, 17], [0, 4, 8], [5, 9, 12], [5, 9, 12], [5, 9, 12], [5, 9, 12], [7, 11, 14, 17], [7, 11, 14, 17], [7, 11, 14, 17], [7, 11, 14, 17], [9, 13, 16, 19], [9, 13, 16, 19], [2, 6, 9, 12], [2, 6, 9, 12], [7, 11, 14, 17], [0, 4, 7, 10], [5, 9, 12, 15], [4, 8, 11, 14], [3, 7, 10, 13], [2, 6, 9, 12], [7, 11, 14, 17], [0, 4, 7, 10], [5, 9, 12], [5, 9, 12]]"
I Get The Blues When It Rains,"Harry Stoddard, Marcy Klauber (1928)",Medium Swing,F,,Jazz-Medium Swing,100,3,"(4, 4)","[[5, 9, 12], [10, 14, 17], [5, 9, 12], [0, 4, 7, 10], [0, 4, 7, 10], [0, 4, 7, 10], [0, 4, 7, 10], [5, 9, 12], [5, 9, 12, 15], [10, 14, 17], [11, 14, 17], [5, 9, 12], [2, 6, 9, 12], [7, 11, 14, 17], [7, 11, 14, 17], [0, 4, 7, 10], [0, 4, 7, 10], [5, 9, 12], [10, 14, 17], [5, 9, 12], [0, 4, 7, 10], [0, 4, 7, 10], [0, 4, 7, 10], [0, 4, 7, 10], [9, 13, 16, 19], [2, 5, 9], [5, 9, 12, 15], [10, 14, 17], [11, 14, 17], [5, 9, 12], [2, 6, 9, 12], [7, 11, 14, 17], [0, 4, 7, 10], [5, 9, 12], [5, 9, 12]]"
I Go Out Walking After Midnight,Composer Unknown,Medium Swing,Bb,,Jazz-Medium Swing,100,3,"(4, 4)","[[10, 14, 17], [10, 14, 17], [3, 7, 10, 13], [3, 7, 10, 13], [10, 14, 17], [6, 10, 13, 16], [5, 9, 12, 15], [10, 14, 17], [6, 10, 13, 16], [5, 9, 12, 15], [10, 14, 17], [10, 14, 17], [3, 7, 10, 13], [3, 7, 10, 13], [10, 14, 17], [6, 10, 13, 16], [5, 9, 12, 15], [10, 14, 17], [10, 14, 17, 20], [3, 7, 10], [3, 6, 10], [10, 14, 17], [10, 14, 17, 20], [3, 7, 10], [3, 6, 10], [10, 14, 17], [5, 9, 12, 15], [10, 14, 17], [10, 14, 17], [3, 7, 10, 13], [3, 7, 10, 13], [10, 14, 17], [6, 10, 13, 16], [5, 9, 12, 15], [10, 14, 17], [10, 14, 17]]"
I Left My Heart In San Francisco  (Dixieland Tunes),"Cory, Cross (1954)",Ballad,Bb,,Jazz-Medium Swing,100,3,"(4, 4)","[[10, 14, 17], [10, 14, 17], [10, 13, 16], [0, 3, 7, 10], [0, 3, 7, 10], [5, 9, 12, 15], [5, 9, 12, 15], [5, 9, 13], [10, 14, 17], [10, 14, 17], [10, 14, 17], [10, 14, 17], [2, 5, 9], [2, 5, 9], [7, 10, 14, 17], [0, 4, 7, 10], [5, 9, 12], [5, 8, 11], [0, 3, 7, 10], [5, 9, 12, 15], [10, 14, 17], [10, 14, 17], [10, 13, 16], [0, 3, 7, 10], [0, 3, 7, 10], [5, 9, 12, 15], [5, 9, 12, 15], [3, 7, 10, 13], [2, 6, 9, 12], [2, 6, 9, 12], [7, 11, 15], [7, 11, 14, 17], [0, 4, 7, 10], [0, 4, 7, 10], [0, 3, 7, 10], [5, 9, 12, 15], [10, 14, 17], [10, 14, 17]]"
I Love You So Much It Hurts,(1948) Tillman,Medium Swing,F,,Jazz-Medium Swing,100,3,"(4, 4)","[[5, 9, 12, 14], [5, 9, 13], [5, 9, 12], [5, 9, 12], [5, 9, 12, 14], [5, 9, 13], [5, 9, 12], [7, 11, 14, 17], [7, 11, 14, 17], [7, 11, 14, 17], [7, 11, 14, 17], [0, 4, 7, 10], [0, 4, 7, 10], [0, 4, 7, 10], [0, 4, 7, 10], [5, 9, 12], [7, 11, 14, 17], [0, 4, 7, 10], [0, 4, 8], [5, 9, 12, 14], [5, 9, 13], [5, 9, 12], [5, 9, 12], [5, 9, 12, 14], [5, 9, 13], [5, 9, 12], [7, 11, 14, 17], [7, 11, 14, 17], [7, 11, 14, 17], [7, 11, 14, 17], [10, 14, 17], [11, 14, 17], [5, 9, 12], [2, 6, 9, 12], [7, 11, 14, 17], [0, 4, 7, 10], [5, 9, 12], [5, 9, 12]]"
I May Be Wrong (But I Think You're Wonderful),"Milton Ager, Henry Sullivan, Harry Ruskin (1929)",Medium Swing,Eb,,Jazz-Medium Swing,100,3,"(4, 4)","[[3, 7, 10], [3, 7, 10, 13], [8, 12, 15], [8, 11, 15], [3, 7, 10], [5, 9, 12, 15], [5, 8, 12, 15], [10, 14, 17, 20], [3, 7, 10], [10, 14, 17, 20], [3, 7, 10], [3, 7, 10, 13], [8, 12, 15], [8, 11, 15], [3, 7, 10], [5, 9, 12, 15], [5, 8, 12, 15], [10, 14, 17, 20], [3, 7, 10], [0, 4, 7, 10], [5, 8, 12, 15], [10, 14, 17, 20], [3, 7, 10], [0, 3, 7], [5, 8, 12], [2, 6, 9, 12], [7, 10, 14, 17], [0, 4, 7, 10], [5, 9, 12, 15], [10, 14, 17, 20], [3, 7, 10], [3, 7, 10, 13], [8, 12, 15], [8, 11, 15], [3, 7, 10], [5, 9, 12, 15], [5, 8, 12, 15], [10, 14, 17, 20], [3, 7, 10]]"
I Never Knew,"Gus Kahn, Ted Fiorito 1925",Medium Swing,F,,Jazz-Medium Swing,100,3,"(4, 4)","[[5, 9, 12], [10, 13, 17], [5, 9, 12], [10, 13, 17], [5, 9, 12], [7, 10, 14, 17], [0, 4, 7, 10], [5, 9, 12], [0, 4, 7, 10], [5, 9, 12], [10, 13, 17], [5, 9, 12], [10, 13, 17], [5, 9, 12], [7, 10, 14, 17], [0, 4, 7, 10], [5, 9, 12], [5, 9, 12], [9, 12, 16], [4, 8, 11, 14], [9, 12, 16], [4, 8, 11, 14], [9, 12, 16], [4, 8, 11, 14], [9, 12, 16], [0, 4, 7, 10], [5, 9, 12], [10, 13, 17], [5, 9, 12], [10, 13, 17], [5, 9, 12], [7, 10, 14, 17], [0, 4, 7, 10], [5, 9, 12], [5, 9, 12]]"
"I Scream, You Scream (Ice Cream!)","Robert King, Howard Johnson, Billy Moll (1927)",Medium Swing,Bb,,Jazz-Medium Swing,100,3,"(4, 4)","[[10, 14, 17], [10, 14, 17], [10, 14, 17], [10, 14, 17], [5, 9, 12, 15], [5, 9, 12, 15], [10, 14, 17], [10, 14, 17], [10, 14, 17, 20], [3, 7, 10], [3, 7, 10], [10, 14, 17], [10, 14, 17], [0, 4, 7, 10], [0, 4, 7, 10], [5, 9, 12, 15], [5, 9, 12, 15], [10, 14, 17], [10, 14, 17], [10, 14, 17], [10, 14, 17], [5, 9, 12, 15], [5, 9, 12, 15], [10, 14, 17], [10, 14, 17]]"
I Surrender Dear (Dixieland Tunes),"Barris, Clifford, Crosby (1931)",Ballad,C,,Jazz-Medium Swing,100,3,"(4, 4)","[[2, 5, 9], [9, 13, 16, 19, 22], [11, 14, 17], [4, 8, 11, 14], [9, 12, 16, 19], [2, 6, 9, 12], [0, 4, 7], [2, 6, 9, 12], [2, 5, 9, 12], [7, 11, 14, 17], [0, 4, 7], [9, 13, 16, 19], [2, 5, 9], [9, 13, 16, 19, 22], [11, 14, 17], [4, 8, 11, 14], [9, 12, 16, 19], [2, 6, 9, 12], [0, 4, 7], [2, 6, 9, 12], [2, 5, 9, 12], [7, 11, 14, 17], [0, 4, 7], [4, 8, 11, 14], [9, 12, 16], [4, 8, 11, 14], [9, 12, 16], [9, 12, 16, 19], [2, 6, 9, 12], [2, 5, 9, 12], [7, 11, 14, 17], [2, 5, 9], [9, 13, 16, 19, 22], [11, 14, 17], [4, 8, 11, 14], [9, 12, 16, 19], [2, 6, 9, 12], [0, 4, 7], [2, 6, 9, 12], [2, 5, 9, 12], [7, 11, 14, 17], [0, 4, 7], [9, 13, 16, 19]]"
"I Surrender, Dear","Harry Barris, Gordon Clifford, Bing Crosby (1931)",Ballad,C,,Jazz-Medium Swing,100,3,"(4, 4)","[[2, 5, 9], [9, 13, 16, 19, 22], [11, 14, 17], [4, 8, 11, 14], [9, 12, 16, 19], [2, 6, 9, 12], [0, 4, 7], [2, 6, 9, 12], [2, 5, 9, 12], [7, 11, 14, 17], [0, 4, 7], [9, 13, 16, 19], [2, 5, 9], [9, 13, 16, 19, 22], [11, 14, 17], [4, 8, 11, 14], [9, 12, 16, 19], [2, 6, 9, 12], [0, 4, 7], [2, 6, 9, 12], [2, 5, 9, 12], [7, 11, 14, 17], [0, 4, 7], [4, 8, 11, 14], [9, 12, 16], [4, 8, 11, 14], [9, 12, 16], [4, 8, 11, 14], [9, 12, 16, 19], [2, 6, 9, 12], [2, 5, 9, 12], [7, 11, 14, 17], [2, 5, 9], [9, 13, 16, 19, 22], [11, 14, 17], [4, 8, 11, 14], [9, 12, 16, 19], [2, 6, 9, 12], [0, 4, 7], [2, 6, 9, 12], [2, 5, 9, 12], [7, 11, 14, 17], [0, 4, 7], [9, 13, 16, 19]]"
"I Thank You, Mister Moon","Dave Oppenheim, Dolly Morse, Abel Baer (1931)",Medium Swing,F,,Jazz-Medium Swing,100,3,"(4, 4)","[[5, 9, 12], [0, 4, 7, 10], [5, 9, 12], [10, 14, 17, 20], [7, 10, 14, 17], [0, 4, 7, 10], [5, 9, 12], [5, 9, 12], [0, 4, 7, 10], [5, 9, 12], [10, 14, 17, 20], [7, 10, 14, 17], [0, 4, 7, 10], [5, 9, 12], [2, 6, 9, 12], [2, 6, 9, 12], [7, 11, 14, 17], [0, 4, 7, 10], [5, 9, 12], [2, 5, 9], [7, 11, 14, 17], [7, 11, 14, 17], [7, 10, 14, 17], [0, 4, 7, 10], [0, 4, 7, 10], [5, 9, 12], [7, 11, 14, 17], [0, 4, 7, 10], [5, 9, 12], [2, 5, 9], [7, 11, 14, 17], [7, 11, 14, 17], [7, 10, 14, 17], [0, 4, 7, 10], [0, 4, 7, 10], [5, 9, 12], [10, 14, 17, 20], [5, 9, 12], [5, 9, 12, 15], [5, 9, 12, 15], [10, 14, 17], [10, 14, 17], [7, 11, 14, 17], [7, 11, 14, 17], [0, 4, 7, 10], [0, 4, 7, 10], [5, 9, 12], [2, 5, 9], [7, 11, 14, 17], [7, 11, 14, 17], [7, 10, 14, 17], [0, 4, 7, 10], [0, 4, 7, 10], [5, 9, 12], [7, 11, 14, 17], [0, 4, 7, 10]]"
I Want A Girl (Just Like The Girl That Married Dear Old Dad),"Harry Von Tilzer, William Dillon (1911)",Medium Swing,Bb,,Jazz-Medium Swing,100,3,"(4, 4)","[[10, 14, 17], [10, 14, 17], [10, 14, 17, 20], [3, 7, 10], [3, 7, 10], [4, 7, 10], [10, 14, 17], [5, 9, 12, 15], [10, 14, 17], [10, 14, 17], [10, 14, 17, 20], [3, 7, 10], [4, 7, 10], [10, 14, 17], [7, 11, 14, 17], [0, 4, 7, 10], [0, 4, 7, 10], [5, 9, 12, 15], [5, 9, 12, 15], [10, 14, 17], [10, 14, 17], [2, 6, 9, 12], [2, 6, 9, 12], [7, 10, 14], [3, 7, 10, 13], [2, 6, 9, 12], [5, 9, 12, 15], [10, 14, 17], [10, 14, 17], [10, 14, 17, 20], [3, 7, 10], [3, 7, 10], [4, 7, 10], [10, 14, 17], [0, 4, 7, 10], [5, 9, 12, 15], [10, 14, 17], [5, 9, 12, 15]]"
I Want A Little Girl 1,"Murray Mencher, Billy Moll (1930)",Medium Swing,F,,Jazz-Medium Swing,100,3,"(4, 4)","[[5, 9, 12], [5, 9, 12, 15], [10, 14, 17], [10, 13, 17], [5, 9, 12], [2, 6, 9, 12], [7, 11, 14, 17], [0, 4, 7, 10], [5, 9, 12], [2, 6, 9, 12], [7, 11, 14, 17], [0, 4, 7, 10], [5, 9, 12], [5, 9, 12, 15], [10, 14, 17], [10, 13, 17], [5, 9, 12], [2, 6, 9, 12], [7, 11, 14, 17], [0, 4, 7, 10], [5, 9, 12], [10, 14, 17], [5, 9, 12], [5, 9, 12, 15], [5, 9, 12, 15], [10, 14, 17], [6, 10, 13, 16], [10, 14, 17], [2, 6, 9, 12], [2, 6, 9, 12], [7, 11, 14, 17], [0, 4, 7, 10], [5, 9, 12], [5, 9, 12, 15], [10, 14, 17], [10, 13, 17], [5, 9, 12], [2, 6, 9, 12], [7, 11, 14, 17], [0, 4, 7, 10], [5, 9, 12], [10, 14, 17], [5, 9, 12]]"
I Want Some Red Roses For A Blue Lady,"Sidney Tepper, Roy Brodsky 1948",Medium Swing,Bb,,Jazz-Medium Swing,100,3,"(4, 4)","[[10, 14, 17], [10, 14, 17], [9, 13, 16, 19], [9, 13, 16, 19], [2, 6, 9, 12], [2, 6, 9, 12], [7, 11, 14, 17], [7, 11, 14, 17], [0, 3, 7, 10], [5, 9, 12, 15], [10, 14, 17], [7, 10, 14, 17], [0, 4, 7, 10], [0, 4, 7, 10], [5, 9, 12, 15], [5, 9, 12, 15], [10, 14, 17], [10, 14, 17], [9, 13, 16, 19], [9, 13, 16, 19], [2, 6, 9, 12], [2, 6, 9, 12], [7, 11, 14, 17], [7, 11, 14, 17], [0, 3, 7], [3, 6, 10], [10, 14, 17], [7, 11, 14, 17], [0, 4, 7, 10], [5, 9, 12, 15], [10, 14, 17], [10, 14, 17]]"
I Want To Be Happy (Dixieland Tunes),"Vincent Youmans, Irving Caesar (1924)",Medium Up Swing,C,,Jazz-Medium Swing,100,3,"(4, 4)","[[0, 4, 7], [0, 4, 7], [2, 5, 9, 12], [7, 11, 14, 17], [2, 5, 9, 12], [7, 11, 14, 17], [0, 4, 7, 9], [9, 12, 16, 19], [2, 5, 9, 12], [7, 11, 14, 17], [0, 4, 7], [0, 4, 7], [2, 5, 9, 12], [7, 11, 14, 17], [2, 5, 9, 12], [7, 11, 14, 17], [0, 4, 7], [0, 4, 7], [7, 10, 14, 17], [0, 4, 7, 10], [5, 9, 12], [5, 8, 12], [4, 7, 11, 14], [9, 13, 16, 19], [2, 6, 9, 12], [7, 11, 14, 17], [0, 4, 7], [0, 4, 7], [2, 5, 9, 12], [7, 11, 14, 17], [2, 5, 9, 12], [7, 11, 14, 17], [0, 4, 7], [0, 4, 7]]"
